Timestamp,          Open, High, Low, Close, Volume, Open Interest
2026-03-02 17:48:59,24872.5,24877.5,24865,24875.2,18655,15013115
2026-03-02 17:49:59,24874.8,24874.8,24862.2,24869.9,11245,15014870
2026-03-02 17:50:59,24866,24880,24864.8,24873.1,14950,15014870
2026-03-02 17:51:59,24878.8,24878.8,24865,24865.3,10660,15014870
2026-03-02 17:52:59,24865.3,24873.9,24864.8,24865,12415,15022865
2026-03-02 17:53:59,24865,24875.6,24862,24869.6,14170,15022865
2026-03-02 17:54:59,24874.7,24880,24869,24870.1,14235,15022865
2026-03-02 17:55:59,24870,24879.7,24868.1,24875,12935,15031445
2026-03-02 17:56:59,24877.5,24879.4,24871.1,24871.6,8060,15031445
2026-03-02 17:57:59,24871.5,24882,24869.6,24879,13390,15031445
2026-03-02 17:58:59,24879,24886.1,24865,24865,18005,15031445
2026-03-02 17:59:59,24865,24882,24865,24875,14495,15037230
2026-03-02 18:00:59,24875,24879.5,24865,24870,8840,15037230
2026-03-02 18:01:59,24870,24876,24866.5,24872.5,4810,15037230
2026-03-02 18:02:59,24875,24884.7,24871.2,24881.4,7410,15047435
2026-03-02 18:03:59,24881.4,24881.4,24875,24877.5,28145,15047435
2026-03-02 18:04:59,24877.5,24881.6,24875,24880.1,13390,15047435
2026-03-02 18:05:59,24880,24881.7,24874,24874,18265,15069795
2026-03-02 18:06:59,24870,24879.6,24870,24872.6,6500,15069795
2026-03-02 18:07:59,24872.6,24880,24872.5,24876.5,7995,15069795
2026-03-02 18:08:59,24876.5,24880,24840,24840,56875,15081105
2026-03-02 18:09:59,24840,24850.8,24840,24841.2,52260,15081105
2026-03-02 18:10:59,24840,24859.8,24832,24851.1,35880,15081105
2026-03-02 18:11:59,24851.1,24855,24845,24849.2,20865,15134145
2026-03-02 18:12:59,24849.2,24849.2,24835.1,24835.3,10010,15134145
2026-03-02 18:13:59,24835,24841.1,24831,24831.4,15730,15134145
2026-03-02 18:14:59,24835,24840,24829.9,24835.6,18785,15157415
2026-03-02 18:15:59,24835.6,24839.9,24826,24828.2,18070,15157415
2026-03-02 18:16:59,24828.8,24850,24828.4,24843,15015,15157415
2026-03-02 18:17:59,24843,24850.5,24840,24840.5,13715,15160405
2026-03-02 18:18:59,24840.5,24844.1,24835,24836.5,7280,15160405
2026-03-02 18:19:59,24836.5,24837.1,24828.3,24834.4,16770,15160405
2026-03-02 18:20:59,24834.4,24839.3,24829,24830,6695,15182375
2026-03-02 18:21:59,24830,24839.8,24827.8,24839.8,10465,15182375
2026-03-02 18:22:59,24838.6,24847,24832.6,24847,6565,15182375
2026-03-02 18:23:59,24845.2,24850,24838.9,24842.6,13520,15184260
2026-03-02 18:24:59,24842.6,24852.8,24841.2,24841.2,13585,15184260
2026-03-02 18:25:59,24841.2,24850,24841,24846.5,12610,15184260
2026-03-02 18:26:59,24846.5,24846.5,24835.5,24840,15210,15196025
2026-03-02 18:27:59,24840,24840.6,24835,24835,9165,15196025
2026-03-02 18:28:59,24833.8,24838.9,24830.8,24830.8,9035,15196025
2026-03-02 18:29:59,24830.8,24840,24830.6,24838,8125,15209675
2026-03-02 18:30:59,24838,24840.4,24832.9,24834,9750,15209675
2026-03-02 18:31:59,24833.4,24850,24833,24848.5,13195,15209675
2026-03-02 18:32:59,24848.5,24850.4,24840,24842.5,11050,15217215
2026-03-02 18:33:59,24843.3,24850,24841.8,24842.1,10725,15217215
2026-03-02 18:34:59,24842.1,24846.2,24840.2,24840.3,6240,15217215
2026-03-02 18:35:59,24840.3,24844.2,24835,24836,8450,15228720
2026-03-02 18:36:59,24836,24842.8,24835.1,24840.4,3705,15228720
2026-03-02 18:37:59,24836.4,24842.8,24835.4,24839.4,5200,15228720
2026-03-02 18:38:59,24839.4,24847.8,24837.6,24839.4,10465,15235025
2026-03-02 18:39:59,24839.4,24847.3,24838.4,24839.4,15925,15235025
2026-03-02 18:40:59,24839.4,24844.4,24835,24838,14105,15235025
2026-03-02 18:41:59,24838,24844.3,24835,24836.9,6500,15259400
